Title,Year,Genres,Rating,Votes,Type
Sixteen Candles,1984,"Comedy,Romance",7.0,134823,movie
Splash,1984,"Comedy,Fantasy,Romance",6.3,88598,movie
Star Trek III: The Search for Spock,1984,"Action,Adventure,Sci-Fi",6.7,90336,movie
Starman,1984,"Romance,Sci-Fi",7.0,56929,movie
The Terminator,1984,"Action,Adventure,Sci-Fi",8.1,997670,movie
This Is Spinal Tap,1984,"Comedy,Music",7.9,160154,movie
Top Secret!,1984,"Comedy,Crime,Music",7.2,81582,movie
The NeverEnding Story,1984,"Adventure,Drama,Family",7.3,169194,movie
Blackadder II,1986,Comedy,8.6,53611,tvSeries
Dragon Ball,1986,"Action,Adventure,Animation",8.5,75745,tvSeries
The Golden Girls,1985,"Comedy,Drama",8.2,52385,tvSeries
After Hours,1985,"Comedy,Crime,Drama",7.6,96042,movie
Back to the Future,1985,"Adventure,Comedy,Sci-Fi",8.5,1440784,movie
Better Off Dead,1985,"Comedy,Romance",7.1,53447,movie
Brazil,1985,"Drama,Sci-Fi,Thriller",7.8,221703,movie
The Breakfast Club,1985,"Comedy,Drama",7.8,469997,movie
Clue,1985,"Comedy,Crime,Mystery",7.3,121728,movie
Cocoon,1985,"Comedy,Drama,Sci-Fi",6.7,72881,movie
The Color Purple,1985,Drama,7.7,103612,movie
Commando,1985,"Action,Adventure,Thriller",6.7,186824,movie
Day of the Dead,1985,"Horror,Thriller",7.1,79338,movie
Enemy Mine,1985,"Action,Adventure,Drama",6.9,54563,movie
Fletch,1985,"Comedy,Crime,Mystery",6.9,61174,movie
Fright Night,1985,Horror,7.0,87677,movie
The Goonies,1985,"Adventure,Comedy,Family",7.7,324787,movie
The Jewel of the Nile,1985,"Action,Adventure,Comedy",6.1,65931,movie
Ladyhawke,1985,"Adventure,Comedy,Drama",6.9,54929,movie
Legend,1985,"Adventure,Fantasy,Romance",6.3,79312,movie
Mad Max Beyond Thunderdome,1985,"Action,Adventure,Sci-Fi",6.2,161531,movie
National Lampoon's European Vacation,1985,"Adventure,Comedy",6.2,75842,movie
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Horror,5.5,85672,movie
Out of Africa,1985,"Biography,Drama,Romance",7.2,92364,movie
Pale Rider,1985,"Drama,Western",7.3,70411,movie
Pee-wee's Big Adventure,1985,"Adventure,Comedy,Family",7.1,63400,movie
Police Academy 2: Their First Assignment,1985,Comedy,5.8,63089,movie
The Purple Rose of Cairo,1985,"Comedy,Fantasy,Romance",7.6,58905,movie
Rambo: First Blood Part II,1985,"Action,Adventure,Thriller",6.5,194890,movie
Ran,1985,"Action,Drama,War",8.2,150765,movie
Re-Animator,1985,"Comedy,Horror,Sci-Fi",7.1,78090,movie
The Return of the Living Dead,1985,"Comedy,Horror,Sci-Fi",7.3,76780,movie
Rocky IV,1985,"Drama,Sport",6.9,243424,movie
Silverado,1985,"Action,Drama,Western",7.2,53937,movie
Spies Like Us,1985,"Adventure,Comedy",6.4,55842,movie
St. Elmo's Fire,1985,"Drama,Romance",6.4,51459,movie
Teen Wolf,1985,"Comedy,Fantasy,Romance",6.1,65219,movie
A View to a Kill,1985,"Action,Adventure,Thriller",6.3,111842,movie
Weird Science,1985,"Comedy,Romance,Sci-Fi",6.6,105171,movie
Witness,1985,"Crime,Drama,Romance",7.3,113160,movie
Crocodile Dundee,1986,"Adventure,Comedy",6.7,123692,movie
Aliens,1986,"Action,Adventure,Horror",8.4,836403,movie
An American Tail,1986,"Adventure,Animation,Comedy",6.9,61329,movie
Big Trouble in Little China,1986,"Action,Adventure,Comedy",7.2,166062,movie
Blue Velvet,1986,"Crime,Drama,Mystery",7.7,243466,movie
Cobra,1986,"Action,Crime,Thriller",5.8,85333,movie
The Color of Money,1986,"Drama,Sport",7.0,100607,movie
Down by Law,1986,"Comedy,Crime,Drama",7.6,58419,movie
Ferris Bueller's Day Off,1986,Comedy,7.8,413588,movie
Flight of the Navigator,1986,"Adventure,Comedy,Family",6.9,55026,movie
The Fly,1986,"Drama,Horror,Sci-Fi",7.6,222763,movie
Friday the 13th Part VI: Jason Lives,1986,"Horror,Thriller",6.0,56910,movie
The Golden Child,1986,"Action,Adventure,Comedy",6.0,63197,movie
The Great Mouse Detective,1986,"Adventure,Animation,Family",7.1,58527,movie
Hannah and Her Sisters,1986,"Comedy,Drama",7.8,81214,movie
Heartbreak Ridge,1986,"Drama,War",6.8,51982,movie
Highlander,1986,"Action,Adventure,Fantasy",7.0,157694,movie
The Hitcher,1986,"Mystery,Thriller",7.2,58498,movie
Hoosiers,1986,"Drama,Sport",7.4,56680,movie
Howard the Duck,1986,"Action,Adventure,Comedy",4.8,54298,movie
Come and See,1985,"Drama,Thriller,War",8.3,121101,movie
The Karate Kid Part II,1986,"Action,Family,Sport",6.2,108831,movie
Labyrinth,1986,"Adventure,Family,Fantasy",7.3,163304,movie
Little Shop of Horrors,1986,"Comedy,Horror,Musical",7.1,94086,movie
Manhunter,1986,"Crime,Mystery,Thriller",7.2,90791,movie
The Mission,1986,"Adventure,Drama,History",7.4,70521,movie
The Money Pit,1986,Comedy,6.4,66609,movie
The Name of the Rose,1986,"Drama,Mystery,Thriller",7.7,126411,movie
Platoon,1986,"Drama,War",8.1,470366,movie
Police Academy 3: Back in Training,1986,Comedy,5.4,51676,movie
Pretty in Pink,1986,"Comedy,Drama,Romance",6.7,94938,movie
A Room with a View,1985,"Drama,Romance",7.2,52039,movie
Short Circuit,1986,"Comedy,Family,Sci-Fi",6.6,70237,movie
Stand by Me,1986,"Adventure,Comedy,Drama",8.1,483728,movie
Star Trek IV: The Voyage Home,1986,"Adventure,Comedy,Sci-Fi",7.3,96269,movie
Castle in the Sky,1986,"Adventure,Animation,Family",8.0,196827,movie
Three Amigos!,1986,"Comedy,Western",6.5,91834,movie
Top Gun,1986,"Action,Drama",7.0,547180,movie
Blackadder the Third,1987,Comedy,8.6,50385,tvSeries
Full House,1987,"Comedy,Drama,Family",6.8,66790,tvSeries
Married... with Children,1987,Comedy,8.1,117449,tvSeries
Star Trek: The Next Generation,1987,"Action,Adventure,Drama",8.7,148810,tvSeries
Crocodile Dundee II,1988,"Action,Adventure,Comedy",5.7,64166,movie
Adventures in Babysitting,1987,"Adventure,Comedy,Crime",6.9,53718,movie
Angel Heart,1987,"Horror,Mystery,Thriller",7.2,103313,movie
Bad Taste,1987,"Comedy,Horror,Sci-Fi",6.5,51205,movie
Beverly Hills Cop II,1987,"Action,Comedy,Crime",6.6,147464,movie
Bloodsport,1988,"Action,Biography,Drama",6.8,102446,movie
Dirty Dancing,1987,"Drama,Music,Romance",7.1,278426,movie
Empire of the Sun,1987,"Drama,War",7.7,142115,movie
Evil Dead II,1987,"Comedy,Horror",7.7,195171,movie
Fatal Attraction,1987,"Drama,Thriller",6.9,110499,movie
Full Metal Jacket,1987,"Drama,War",8.2,846333,movie
"Good Morning, Vietnam",1987,"Biography,Comedy,Drama",7.3,164576,movie
Hellraiser,1987,"Horror,Thriller",6.9,152965,movie
Wings of Desire,1987,"Drama,Fantasy,Romance",7.9,83411,movie
Innerspace,1987,"Action,Adventure,Comedy",6.8,69346,movie
Jaws: The Revenge,1987,"Adventure,Horror,Thriller",3.1,53320,movie
The Last Emperor,1987,"Biography,Drama,History",7.7,118916,movie
Lethal Weapon,1987,"Action,Crime,Thriller",7.6,294432,movie
The Living Daylights,1987,"Action,Adventure,Thriller",6.7,113591,movie
The Lost Boys,1987,"Comedy,Horror",7.2,176339,movie
Moonstruck,1987,"Comedy,Drama,Romance",7.2,78208,movie
A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy,Horror",6.7,99306,movie
No Way Out,1987,"Action,Crime,Drama",7.1,54845,movie
Over the Top,1987,"Action,Drama,Sport",5.9,64756,movie
Overboard,1987,"Comedy,Romance",6.9,75559,movie
"Planes, Trains & Automobiles",1987,"Comedy,Drama",7.6,179764,movie
Predator,1987,"Action,Adventure,Horror",7.8,497436,movie
Prince of Darkness,1987,"Fantasy,Horror",6.6,55196,movie
The Princess Bride,1987,"Adventure,Comedy,Family",8.0,483173,movie
Raising Arizona,1987,"Comedy,Crime",7.3,159873,movie
RoboCop,1987,"Action,Crime,Sci-Fi",7.6,306650,movie
The Running Man,1987,"Action,Sci-Fi,Thriller",6.6,189585,movie
Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,225421,movie
Superman IV: The Quest for Peace,1987,"Action,Adventure,Sci-Fi",3.8,58139,movie
Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,61319,movie
The Untouchables,1987,"Crime,Drama,Thriller",7.8,352249,movie
Wall Street,1987,"Crime,Drama",7.3,173889,movie
The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.6,83793,movie
Withnail and I,1987,"Comedy,Drama",7.5,51774,movie
Poirot,1989,"Crime,Drama,Mystery",8.6,58378,tvSeries
Akira,1988,"Action,Animation,Drama",8.0,224539,movie
Beetlejuice,1988,"Comedy,Fantasy",7.4,416190,movie
Big,1988,"Comedy,Drama,Fantasy",7.3,258783,movie
Bull Durham,1988,"Comedy,Romance,Sport",7.0,63792,movie
Child's Play,1988,"Horror,Thriller",6.7,131026,movie
Cocktail,1988,"Comedy,Drama,Romance",5.9,97754,movie
Coming to America,1988,"Comedy,Romance",7.1,238866,movie
Dangerous Liaisons,1988,"Drama,Romance",7.5,79592,movie
The Dead Pool,1988,"Action,Crime,Mystery",6.3,52157,movie
Dead Ringers,1988,"Drama,Horror,Thriller",7.2,58498,movie
Die Hard,1988,"Action,Thriller",8.2,1024619,movie
Dirty Rotten Scoundrels,1988,"Comedy,Crime",7.4,85588,movie
A Fish Called Wanda,1988,"Comedy,Crime",7.5,164811,movie
Frantic,1988,"Crime,Drama,Mystery",6.8,61387,movie
The Big Blue,1988,"Adventure,Drama,Sport",7.5,58466,movie
The Great Outdoors,1988,"Adventure,Comedy",6.6,56727,movie
Halloween 4: The Return of Michael Myers,1988,"Horror,Thriller",5.8,64270,movie
Hellbound: Hellraiser II,1988,"Horror,Thriller",6.4,60548,movie
Grave of the Fireflies,1988,"Animation,Drama,War",8.5,379520,movie
Killer Klowns from Outer Space,1988,"Comedy,Horror,Sci-Fi",6.2,52054,movie
The Land Before Time,1988,"Adventure,Animation,Drama",7.4,106544,movie
The Last Temptation of Christ,1988,Drama,7.5,67533,movie
Midnight Run,1988,"Action,Comedy,Crime",7.5,103125,movie
Mississippi Burning,1988,"Crime,Drama,Mystery",7.8,127119,movie
Women on the Verge of a Nervous Breakdown,1988,"Comedy,Drama",7.5,50265,movie
The Naked Gun: From the Files of Police Squad!,1988,"Comedy,Crime",7.6,220369,movie
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,5.6,67637,movie
Cinema Paradiso,1988,"Drama,Romance",8.5,315566,movie
Oliver & Company,1988,"Adventure,Animation,Comedy",6.6,56738,movie
Rain Man,1988,Drama,8.0,581688,movie
Rambo III,1988,"Action,Adventure,Thriller",5.8,148807,movie
Red Heat,1988,"Action,Comedy,Crime",6.1,81063,movie
Scrooged,1988,"Comedy,Drama,Fantasy",6.9,128630,movie
The Vanishing,1988,"Mystery,Thriller",7.6,54389,movie
They Live,1988,"Action,Horror,Sci-Fi",7.2,162573,movie
My Neighbor Totoro,1988,"Adventure,Animation,Comedy",8.1,427362,movie
Twins,1988,"Comedy,Crime",6.2,147883,movie
Who Framed Roger Rabbit,1988,"Adventure,Animation,Comedy",7.7,232278,movie
Willow,1988,"Action,Adventure,Drama",7.2,138757,movie
Working Girl,1988,"Comedy,Drama,Romance",6.8,67442,movie
Young Guns,1988,"Action,Drama,Western",6.8,73386,movie
Blackadder Goes Forth,1989,"Comedy,War",8.8,64862,tvSeries
Mr. Bean,1990,"Comedy,Family",8.6,149986,tvSeries
The Simpsons,1989,"Animation,Comedy",8.6,466352,tvSeries
The 'Burbs,1989,"Comedy,Mystery,Thriller",6.8,91138,movie
The Abyss,1989,"Adventure,Drama,Mystery",7.5,208185,movie
The Adventures of Baron Munchausen,1988,"Adventure,Comedy,Fantasy",7.1,59714,movie
All Dogs Go to Heaven,1989,"Adventure,Animation,Comedy",6.8,50408,movie
Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,617460,movie
Batman,1989,"Action,Adventure",7.5,430232,movie
Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Music",6.9,148830,movie
Black Rain,1989,"Action,Crime,Drama",6.6,64114,movie
Born on the Fourth of July,1989,"Biography,Drama,War",7.2,123915,movie
Casualties of War,1989,"Action,Crime,Drama",7.1,51498,movie
Crimes and Misdemeanors,1989,"Comedy,Drama",7.8,63085,movie
Dead Poets Society,1989,"Comedy,Drama",8.1,643810,movie
The Killer,1989,"Action,Crime,Drama",7.7,54734,movie
Do the Right Thing,1989,"Comedy,Drama",7.9,123171,movie
Driving Miss Daisy,1989,"Comedy,Drama",7.3,123783,movie
Field of Dreams,1989,"Drama,Family,Fantasy",7.5,138090,movie
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,238792,movie
Glory,1989,"Biography,Drama,History",7.8,153120,movie
Halloween 5: The Revenge of Michael Myers,1989,"Horror,Thriller",4.9,51757,movie
Heathers,1989,"Comedy,Crime",7.1,126344,movie
"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,176273,movie
Indiana Jones and the Last Crusade,1989,"Action,Adventure",8.2,859762,movie
The Karate Kid Part III,1989,"Action,Drama,Family",5.4,76910,movie
Kickboxer,1989,"Action,Sport,Thriller",6.4,66002,movie
Lethal Weapon 2,1989,"Action,Crime,Thriller",7.3,200386,movie
Licence to Kill,1989,"Action,Adventure,Thriller",6.7,119443,movie
The Little Mermaid,1989,"Adventure,Animation,Family",7.6,310180,movie
Look Who's Talking,1989,"Comedy,Romance",6.0,90704,movie
Kiki's Delivery Service,1989,"Animation,Family,Fantasy",7.8,186013,movie
Major League,1989,"Comedy,Sport",7.2,82594,movie
My Left Foot,1989,"Biography,Drama",7.8,84732,movie
National Lampoon's Christmas Vacation,1989,Comedy,7.5,246528,movie
A Nightmare on Elm Street: The Dream Child,1989,"Fantasy,Horror",5.0,55632,movie
Parenthood,1989,"Comedy,Drama",7.1,58519,movie
Pet Sematary,1989,"Fantasy,Horror,Thriller",6.5,123375,movie
Road House,1989,"Action,Thriller",6.7,111089,movie
Say Anything,1989,"Comedy,Drama,Romance",7.3,101403,movie
"See No Evil, Hear No Evil",1989,"Comedy,Crime",6.8,63231,movie
Star Trek V: The Final Frontier,1989,"Action,Adventure,Fantasy",5.5,67625,movie
Steel Magnolias,1989,"Comedy,Drama,Romance",7.3,68354,movie
Tango & Cash,1989,"Action,Comedy,Crime",6.4,120327,movie
Turner & Hooch,1989,"Comedy,Crime,Drama",6.2,80563,movie
Uncle Buck,1989,Comedy,7.1,120679,movie
The War of the Roses,1989,"Comedy,Romance",6.9,62499,movie
Weekend at Bernie's,1989,"Adventure,Comedy,Crime",6.4,67786,movie
When Harry Met Sally...,1989,"Comedy,Drama,Romance",7.7,270431,movie
"Sex, Lies, and Videotape",1989,Drama,7.2,64081,movie
The Fresh Prince of Bel-Air,1990,Comedy,7.9,152299,tvSeries
Law & Order,1990,"Crime,Drama,Mystery",7.8,50526,tvSeries
Seinfeld,1989,Comedy,8.9,382258,tvSeries
Twin Peaks,1990,"Crime,Drama,Mystery",8.7,243952,tvSeries
Arachnophobia,1990,"Comedy,Horror,Thriller",6.5,80362,movie
Awakenings,1990,"Biography,Drama",7.8,175844,movie
Back to the Future Part III,1990,"Adventure,Comedy,Sci-Fi",7.5,516771,movie
Bird on a Wire,1990,"Action,Comedy,Crime",6.0,50625,movie
Child's Play 2,1990,"Horror,Thriller",6.0,63881,movie
Cry-Baby,1990,"Comedy,Musical",6.5,68448,movie
Dances with Wolves,1990,"Adventure,Drama,Western",8.0,308490,movie
Darkman,1990,"Action,Sci-Fi,Thriller",6.4,74431,movie
Days of Thunder,1990,"Action,Drama,Sport",6.1,104781,movie
Dick Tracy,1990,"Action,Comedy,Crime",6.2,69714,movie
Die Hard 2,1990,"Action,Thriller",7.2,405807,movie
Edward Scissorhands,1990,"Drama,Fantasy,Romance",7.8,562381,movie
Flatliners,1990,"Drama,Horror,Sci-Fi",6.6,98356,movie
Ghost,1990,"Drama,Fantasy,Romance",7.1,255113,movie
The Godfather Part III,1990,"Crime,Drama",7.5,452583,movie
Goodfellas,1990,"Biography,Crime,Drama",8.7,1380656,movie
Gremlins 2: The New Batch,1990,"Comedy,Fantasy,Horror",6.5,120140,movie
Home Alone,1990,"Comedy,Family",7.8,739165,movie
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.5,229728,movie
Jacob's Ladder,1990,"Drama,Horror,Mystery",7.4,128198,movie
Kindergarten Cop,1990,"Action,Comedy,Crime",6.3,174388,movie
Look Who's Talking Too,1990,"Comedy,Family,Romance",4.7,50896,movie
Miller's Crossing,1990,"Crime,Drama,Thriller",7.7,148829,movie
Misery,1990,"Drama,Thriller",7.8,263630,movie
La Femme Nikita,1990,"Action,Crime,Drama",7.2,81182,movie
Predator 2,1990,"Action,Horror,Sci-Fi",6.3,200729,movie
Presumed Innocent,1990,"Mystery,Thriller",6.9,52314,movie
Pretty Woman,1990,"Comedy,Romance",7.1,401695,movie
The Rescuers Down Under,1990,"Adventure,Animation,Comedy",6.8,50879,movie
RoboCop 2,1990,"Action,Crime,Sci-Fi",5.8,99458,movie
Rocky V,1990,"Drama,Sport",5.4,160528,movie
Teenage Mutant Ninja Turtles,1990,"Action,Adventure,Comedy",6.8,111945,movie
Total Recall,1990,"Action,Adventure,Sci-Fi",7.5,379072,movie
Tremors,1990,"Comedy,Horror",7.2,164896,movie
Wild at Heart,1990,"Crime,Drama,Thriller",7.2,111781,movie
The Witches,1990,"Adventure,Comedy,Family",6.8,59041,movie
Home Improvement,1991,"Comedy,Family",7.3,52980,tvSeries
The Addams Family,1991,"Comedy,Fantasy",7.0,200282,movie
Backdraft,1991,"Action,Drama,Mystery",6.7,93121,movie
Barton Fink,1991,"Comedy,Drama,Thriller",7.6,135180,movie
Beauty and the Beast,1991,"Animation,Family,Fantasy",8.0,503256,movie
Bill & Ted's Bogus Journey,1991,"Adventure,Comedy,Fantasy",6.3,84732,movie
Boyz n the Hood,1991,"Crime,Drama",7.8,167385,movie
Cape Fear,1991,"Crime,Drama,Thriller",7.3,241164,movie
City Slickers,1991,"Comedy,Western",6.8,67397,movie
Delicatessen,1991,"Comedy,Crime",7.5,93954,movie
The Doors,1991,"Biography,Drama,Music",7.2,106618,movie
The Double Life of Véronique,1991,"Drama,Fantasy,Music",7.6,56713,movie
Father of the Bride,1991,"Comedy,Family,Romance",6.6,92205,movie
The Fisher King,1991,"Comedy,Drama,Fantasy",7.5,96237,movie
Freddy's Dead: The Final Nightmare,1991,"Fantasy,Horror",4.7,55508,movie
Fried Green Tomatoes,1991,Drama,7.7,90462,movie
Highlander II: The Quickening,1991,"Action,Adventure,Drama",4.2,50272,movie
Hook,1991,"Adventure,Comedy,Family",6.8,289850,movie
Hot Shots!,1991,"Action,Comedy",6.7,124505,movie
Hudson Hawk,1991,"Action,Adventure,Comedy",5.7,64182,movie
JFK,1991,"Drama,History,Thriller",8.0,181219,movie
The Last Boy Scout,1991,"Action,Comedy,Crime",7.0,119927,movie
My Girl,1991,"Comedy,Drama,Family",6.9,97053,movie
My Own Private Idaho,1991,Drama,6.9,66675,movie
The Naked Gun 2½: The Smell of Fear,1991,"Comedy,Crime",6.9,140347,movie
Naked Lunch,1991,"Drama,Mystery",6.9,60571,movie
Night on Earth,1991,"Comedy,Drama",7.7,70696,movie
Point Break,1991,"Action,Crime,Thriller",7.3,223143,movie
Robin Hood: Prince of Thieves,1991,"Action,Adventure,Drama",6.9,221018,movie
The Rocketeer,1991,"Action,Adventure,Family",6.6,65403,movie
The Silence of the Lambs,1991,"Crime,Drama,Horror",8.6,1708719,movie
Sleeping with the Enemy,1991,"Drama,Thriller",6.3,71004,movie
Star Trek VI: The Undiscovered Country,1991,"Action,Adventure,Sci-Fi",7.2,84817,movie
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,"Action,Adventure,Comedy",6.0,64226,movie
Terminator 2: Judgment Day,1991,"Action,Adventure,Sci-Fi",8.6,1276350,movie
Thelma & Louise,1991,"Adventure,Crime,Drama",7.6,191392,movie
What About Bob?,1991,Comedy,7.0,78545,movie
Batman: The Animated Series,1992,"Action,Adventure,Animation",9.0,136004,tvSeries
X-Men,1992,"Action,Adventure,Animation",8.4,53803,tvSeries
Aladdin,1992,"Adventure,Animation,Comedy",8.0,497982,movie
Alien³,1992,"Action,Horror,Sci-Fi",6.4,350726,movie
Bad Lieutenant,1992,"Crime,Drama,Thriller",7.0,52166,movie
Basic Instinct,1992,"Drama,Mystery,Romance",7.1,241563,movie
Batman Returns,1992,"Action,Crime,Fantasy",7.1,348794,movie
Beethoven,1992,"Comedy,Drama,Family",5.7,81014,movie
The Bodyguard,1992,"Drama,Music,Romance",6.4,158576,movie
Dead Alive,1992,"Comedy,Fantasy,Horror",7.4,109326,movie
Dracula,1992,"Fantasy,Horror,Romance",7.4,267472,movie
Buffy the Vampire Slayer,1992,"Action,Comedy,Fantasy",5.7,53523,movie
Candyman,1992,"Horror,Thriller",6.7,108996,movie
Chaplin,1992,"Biography,Comedy,Drama",7.5,65337,movie
Child's Play 3,1991,"Horror,Thriller",5.2,50921,movie
The Crying Game,1992,"Crime,Drama,Romance",7.2,63213,movie
Death Becomes Her,1992,"Comedy,Fantasy,Horror",6.7,149754,movie
Far and Away,1992,"Adventure,Drama,Romance",6.6,72310,movie
A Few Good Men,1992,"Drama,Thriller",7.7,314746,movie
Forever Young,1992,"Drama,Romance,Sci-Fi",6.4,52545,movie
Glengarry Glen Ross,1992,"Crime,Drama,Mystery",7.6,126202,movie
The Hand That Rocks the Cradle,1992,"Drama,Thriller",6.7,54698,movie
Home Alone 2: Lost in New York,1992,"Adventure,Comedy,Crime",6.9,453052,movie
Porco Rosso,1992,"Adventure,Animation,Comedy",7.7,115313,movie
Hard Boiled,1992,"Action,Crime,Thriller",7.7,58740,movie
The Last of the Mohicans,1992,"Action,Adventure,Drama",7.6,205188,movie
A League of Their Own,1992,"Comedy,Drama,Sport",7.4,129650,movie
Lethal Weapon 3,1992,"Action,Crime,Thriller",6.7,187802,movie
Malcolm X,1992,"Biography,Drama,History",7.7,110439,movie
El Mariachi,1992,"Action,Crime,Thriller",6.8,74469,movie
The Mighty Ducks,1992,"Comedy,Drama,Family",6.6,76352,movie
The Muppet Christmas Carol,1992,"Comedy,Drama,Family",7.8,81838,movie
My Cousin Vinny,1992,"Comedy,Crime",7.6,156793,movie
Of Mice and Men,1992,"Drama,Western",7.4,50961,movie
Passenger 57,1992,"Action,Crime,Thriller",5.9,53355,movie
Patriot Games,1992,"Action,Thriller",6.8,127815,movie
The Player,1992,"Comedy,Crime,Drama",7.5,71743,movie
Reservoir Dogs,1992,"Crime,Thriller",8.3,1164345,movie
A River Runs Through It,1992,Drama,7.2,70483,movie
Scent of a Woman,1992,Drama,8.0,367385,movie
Sister Act,1992,"Comedy,Family,Music",6.6,117741,movie
Sneakers,1992,"Comedy,Crime,Drama",7.1,67713,movie
Twin Peaks: Fire Walk with Me,1992,"Drama,Horror,Mystery",7.3,118248,movie
Under Siege,1992,"Action,Thriller",6.5,101988,movie
Unforgiven,1992,"Drama,Western",8.2,466349,movie
Universal Soldier,1992,"Action,Sci-Fi",6.1,101314,movie
Wayne's World,1992,"Comedy,Music",7.0,181378,movie
