Title,Year,Genres,Rating,Votes,Type,Popularity,Decade
Trumbo,2015,"Biography,Drama",7.4,87366,movie,84.1961748775483,2010
The Cobbler,2014,"Comedy,Drama,Fantasy",5.8,64814,movie,64.2598060686491,2010
How to Get Away with Murder,2014,"Crime,Drama,Mystery",8.1,177848,tvSeries,97.9183447082428,2010
28 Years Later: The Bone Temple,2026,"Horror,Sci-Fi,Thriller",7.4,61508,movie,81.59922669710332,2020
Drop,2025,"Drama,Mystery,Thriller",6.1,53976,movie,66.4673981720743,2020
Those Who Wish Me Dead,2021,"Action,Drama,Thriller",6.0,78176,movie,67.6003078443448,2020
A Beautiful Day in the Neighborhood,2019,"Biography,Drama,Family",7.2,93646,movie,82.4203943620824,2010
Bring Her Back,2025,"Horror,Mystery",7.1,116372,movie,82.81828537215327,2020
Dexter: Original Sin,2024,"Crime,Drama,Mystery",8.2,63820,tvSeries,90.72333957862432,2020
Cruella,2021,"Adventure,Comedy,Crime",7.3,293774,movie,91.91113211558431,2020
The Last Man on Earth,2015,"Action,Comedy,Drama",7.4,67956,tvSeries,82.33695629767335,2010
The Expanse,2015,"Drama,Mystery,Sci-Fi",8.5,190323,tvSeries,103.33006221611474,2010
It Follows,2014,"Horror,Mystery,Thriller",6.8,296725,movie,85.683815227888,2010
A House of Dynamite,2025,"Drama,Thriller",6.4,111857,movie,74.39984991217666,2020
Loving Vincent,2017,"Animation,Drama,Mystery",7.8,67791,movie,86.7686408296849,2010
Sully,2016,"Biography,Drama,History",7.4,320453,movie,93.8134326505537,2010
The Rip,2026,"Action,Crime,Drama",6.8,109729,movie,78.91922898692384,2020
Reminiscence,2021,"Mystery,Romance,Sci-Fi",5.9,70595,movie,65.8718161367174,2020
Little Women,2019,"Drama,Romance",7.8,281481,movie,97.87299778405072,2010
Power,2014,"Crime,Drama",8.1,58512,tvSeries,88.91359583715222,2010
Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,"Action,Adventure,Animation",8.4,65380,movie,93.13896211433689,2020
The Autopsy of Jane Doe,2016,"Horror,Mystery,Thriller",6.8,162683,movie,81.59699984654506,2010
The Expendables 4,2023,"Action,Adventure,Thriller",4.8,54752,movie,52.37073204812122,2020
Marty Supreme,2025,"Drama,Sport",7.8,116406,movie,90.98574700287351,2020
London Has Fallen,2016,"Action,Thriller",5.9,179782,movie,71.38705168016358,2010
Dhurandhar,2025,"Action,Adventure,Crime",8.3,118604,movie,96.97342758185569,2020
Dexter: Resurrection,2025,"Crime,Drama,Thriller",9.0,133908,tvSeries,106.24417448376332,2020
Youth,2015,"Comedy,Drama,Music",7.3,87987,movie,83.11009379350654,2010
Logan,2017,"Action,Drama,Sci-Fi",8.1,919665,movie,111.22729449345873,2010
American Ultra,2015,"Action,Comedy",6.1,99947,movie,70.22561147927055,2010
Still Alice,2014,Drama,7.5,150062,movie,89.39102865759777,2010
Iron Fist,2017,"Action,Adventure,Crime",6.4,148120,tvSeries,76.19697942417632,2010
Daredevil,2015,"Action,Crime,Drama",8.6,524939,tvSeries,113.27092116138363,2010
Luke Cage,2016,"Action,Crime,Drama",7.2,147482,tvSeries,85.69052217660214,2010
Concussion,2015,"Biography,Drama,Sport",7.1,104506,movie,82.05469833154753,2010
Queen,2013,"Adventure,Comedy,Drama",8.1,71169,movie,90.49978213557684,2010
Annabelle,2014,"Horror,Mystery,Thriller",5.5,194461,movie,66.97892799287895,2010
Pan,2015,"Action,Adventure,Comedy",5.7,69328,movie,63.53564362068424,2010
Unbreakable Kimmy Schmidt,2015,Comedy,7.5,83083,tvSeries,84.95696540333864,2010
Jigsaw,2017,"Horror,Mystery,Thriller",5.7,101977,movie,65.73526468686848,2010
When the Phone Rings,2024,"Drama,Mystery,Romance",5.9,91365,tvSeries,67.39344473643831,2020
Parasyte: The Maxim,2014,"Action,Animation,Drama",8.2,61589,tvSeries,90.43155620960755,2010
Road House,2024,"Action,Drama,Thriller",6.2,182406,movie,75.10673955507278,2020
Tolkien,2019,"Biography,Drama,Romance",6.8,51038,movie,73.71421497962601,2010
Transformers: The Last Knight,2017,"Action,Adventure,Comedy",5.2,184636,movie,63.05593631110304,2010
The Brothers Grimsby,2016,"Action,Adventure,Comedy",6.2,119163,movie,72.46713501301241,2010
X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",6.8,490083,movie,89.09584429578248,2010
Scary Stories to Tell in the Dark,2019,"Adventure,Horror,Mystery",6.2,91741,movie,70.84569294446668,2010
Haider,2014,"Action,Crime,Drama",8.0,60714,movie,88.11143674366252,2010
Jack Reacher: Never Go Back,2016,"Action,Thriller",6.2,191967,movie,75.42348831967385,2010
Sicario,2015,"Action,Crime,Drama",7.7,532238,movie,101.52331448263172,2010
BoJack Horseman,2014,"Animation,Comedy,Drama",8.8,229256,tvSeries,108.61483214627941,2010
When Marnie Was There,2014,"Animation,Drama,Family",7.6,54586,movie,82.89724866134371,2010
Haikyu!!,2014,"Animation,Comedy,Drama",8.7,52065,tvSeries,94.48415948758675,2010
Param Sundari,2025,Romance,5.0,53506,movie,54.4377453806426,2020
The Naked Gun,2025,"Action,Comedy,Crime",6.3,118616,movie,73.60697398129653,2020
Murder on the Orient Express,2017,"Comedy,Crime,Drama",6.5,319655,movie,82.3874841931771,2010
Raees,2017,"Action,Crime,Drama",6.6,54609,movie,71.99249628987245,2010
The Divergent Series: Allegiant,2016,"Action,Adventure,Fantasy",5.7,145572,movie,67.76402870478584,2010
Ferdinand,2017,"Adventure,Animation,Comedy",6.7,70540,movie,74.7983658653933,2010
A Monster Calls,2016,"Adventure,Drama,Family",7.4,98493,movie,85.0832816139732,2010
What We Do in the Shadows,2014,"Comedy,Horror",7.6,212654,movie,93.23240500174907,2010
Ice Age: Collision Course,2016,"Action,Adventure,Animation",5.7,85046,movie,64.70040112369124,2010
Finch,2021,"Adventure,Drama,Sci-Fi",6.9,110384,movie,80.12087127602265,2020
The Boogeyman,2023,"Horror,Mystery,Thriller",5.9,53199,movie,64.20258978114748,2020
Happy Valley,2014,"Crime,Drama,Thriller",8.5,72646,tvSeries,95.14350567635547,2010
War for the Planet of the Apes,2017,"Action,Adventure,Drama",7.4,324968,movie,93.91696676245061,2010
The Hateful Eight,2015,"Crime,Drama,Mystery",7.8,718077,movie,105.17779026003713,2010
The Lobster,2015,"Drama,Romance,Sci-Fi",7.1,331423,movie,90.24917056711749,2010
Despicable Me 3,2017,"Adventure,Animation,Comedy",6.3,178748,movie,76.19051331159956,2010
Sing,2016,"Animation,Comedy,Family",7.1,210851,movie,87.03823971328796,2010
Agent Carter,2015,"Action,Adventure,Crime",7.8,94315,tvSeries,89.34428507768263,2010
Black Widow,2021,"Action,Adventure,Sci-Fi",6.6,473293,movie,86.24530151167286,2020
Forever,2014,"Crime,Drama,Fantasy",8.2,65999,tvSeries,90.99863792890473,2010
The Walk,2015,"Adventure,Biography,Drama",7.3,141096,movie,86.55752925787645,2010
Constantine,2014,"Crime,Drama,Fantasy",7.5,58414,tvSeries,82.31483149585517,2010
Fan,2016,"Action,Drama,Thriller",6.8,53466,movie,74.03024827451726,2010
Captain America: Civil War,2016,"Action,Sci-Fi",7.8,920360,movie,107.11365737930106,2010
iZombie,2015,"Comedy,Crime,Drama",7.8,78681,tvSeries,87.93062446063308,2010
Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,888010,movie,108.20423243706007,2010
Bosch,2014,"Crime,Drama",8.5,96772,tvSeries,97.58096028940126,2010
The Lego Movie 2: The Second Part,2019,"Adventure,Animation,Comedy",6.5,84392,movie,73.73098128085068,2010
Chip 'n Dale: Rescue Rangers,2022,"Action,Adventure,Animation",6.9,50602,movie,74.73905002328435,2020
Richard Jewell,2019,"Biography,Crime,Drama",7.5,105978,movie,86.78240103287624,2010
Scorpion,2014,"Action,Crime,Drama",7.1,63516,tvSeries,78.51923456368651,2010
Bloodline,2015,"Drama,Thriller",7.8,63129,tvSeries,86.21289714107252,2010
The Disaster Artist,2017,"Biography,Comedy,Drama",7.3,170964,movie,87.9592204951382,2010
Moana,2016,"Adventure,Animation,Comedy",7.6,436730,movie,98.7017352996171,2010
Mechanic: Resurrection,2016,"Action,Adventure,Thriller",5.8,102364,movie,66.91048413019477,2010
Schitt's Creek,2015,Comedy,8.5,171328,tvSeries,102.4363485784802,2010
Melania,2026,Documentary,1.4,59605,movie,15.393692639012942,2020
The Night Before,2015,"Comedy,Fantasy",6.4,90096,movie,73.01523870396416,2010
Last Week Tonight with John Oliver,2014,"Comedy,News,Talk-Show",8.8,104841,tvSeries,101.72976172247678,2010
Nerve,2016,"Adventure,Crime,Drama",6.5,146938,movie,77.3354790525457,2010
American Made,2017,"Action,Comedy,Crime",7.1,231328,movie,87.69630246018016,2010
Sing Street,2016,"Comedy,Drama,Music",7.9,107176,movie,91.4995982134589,2010
Heated Rivalry,2025,"Drama,Romance,Sport",8.8,93707,tvSeries,100.74176791312709,2020
Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama",6.6,58880,movie,72.4894945724582,2010
Captain Fantastic,2016,"Adventure,Comedy,Drama",7.8,249466,movie,96.93120771627285,2010
Space Jam: A New Legacy,2021,"Adventure,Animation,Comedy",4.5,86331,movie,51.146748110795855,2020
Jane the Virgin,2014,"Comedy,Drama",7.8,64210,tvSeries,86.34533107814713,2010
A Minecraft Movie,2025,"Action,Adventure,Comedy",5.6,154593,movie,66.91188636145017,2020
The Visit,2015,"Horror,Mystery,Thriller",6.3,172788,movie,75.97687033752649,2010
Legend,2015,"Biography,Crime,Drama",6.9,222234,movie,84.9492545025065,2010
West Side Story,2021,"Crime,Drama,Musical",7.1,122013,movie,83.15436841545082,2020
The Last of Us,2023,"Action,Adventure,Drama",8.5,729631,tvSeries,114.75250074993507,2020
Knock Knock,2015,"Crime,Thriller",4.9,114631,movie,57.08242040867491,2010
Cars 3,2017,"Adventure,Animation,Comedy",6.7,148405,movie,79.78159202253036,2010
Incredibles 2,2018,"Action,Adventure,Animation",7.5,366944,movie,96.09723395128523,2010
Grace and Frankie,2015,"Comedy,Drama",8.2,61549,tvSeries,90.42622885312075,2010
Mommy,2014,Drama,8.0,65328,movie,88.69740810847486,2010
Paper Towns,2015,"Adventure,Comedy,Drama",6.2,111426,movie,72.05091902901087,2010
The Girl on the Train,2016,"Crime,Drama,Mystery",6.5,210170,movie,79.66186803913948,2010
Allied,2016,"Action,Drama,Romance",7.1,179108,movie,85.87978420932558,2010
Predator: Killer of Killers,2025,"Action,Adventure,Animation",7.4,58484,movie,81.22616283737624,2020
Blood Father,2016,"Action,Crime,Drama",6.4,70658,movie,71.45988234211534,2010
Taboo,2017,"Drama,Mystery,Thriller",8.3,162081,tvSeries,99.56556736082624,2010
The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,999986,movie,110.52397246293019,2010
The Dig,2021,"Biography,Drama,History",7.1,88923,movie,80.90823535047457,2020
Bridge of Spies,2015,"Drama,History,Thriller",7.6,343249,movie,96.87120671826096,2010
The BFG,2016,"Adventure,Family,Fantasy",6.3,98941,movie,72.46435764875744,2010
Elvis,2022,"Biography,Drama,Music",7.3,259559,movie,91.00719700719368,2020
Unfriended,2014,"Drama,Fantasy,Horror",5.6,86869,movie,63.68407648810934,2010
Irrational Man,2015,"Comedy,Crime,Drama",6.6,70329,movie,73.66220076941633,2010
Elle,2016,"Action,Crime,Drama",7.1,74270,movie,79.62978290270972,2010
Underworld: Blood Wars,2016,"Action,Fantasy,Thriller",5.8,85733,movie,65.8821599489413,2010
Power Rangers,2017,"Action,Adventure,Fantasy",5.9,118939,movie,68.94955961018614,2010
Kong: Skull Island,2017,"Action,Adventure,Fantasy",6.7,372291,movie,85.94378827295337,2010
Godzilla: King of the Monsters,2019,"Action,Adventure,Fantasy",6.0,227387,movie,74.00645214407096,2010
Lion,2016,"Biography,Drama",8.0,265300,movie,99.90893232100665,2010
Fear the Walking Dead,2015,"Drama,Horror,Sci-Fi",6.8,153326,tvSeries,81.19418723745225,2010
Gerald's Game,2017,"Drama,Horror,Thriller",6.5,141362,movie,77.08401515858812,2010
Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,750424,movie,105.5214705410201,2010
Gotham,2014,"Action,Crime,Drama",7.8,250916,tvSeries,96.97641330583231,2010
Jungle,2017,"Adventure,Biography,Drama",6.7,70092,movie,74.75567842364967,2010
Ferrari,2023,"Biography,Drama,History",6.4,66822,movie,71.1026409383754,2020
The Ice Road,2021,"Action,Adventure,Thriller",5.7,56518,movie,62.37119236766874,2020
The Equalizer 2,2018,"Action,Crime,Mystery",6.7,227049,movie,82.63057158574112,2010
Snowden,2016,"Biography,Crime,Drama",7.3,171990,movie,88.00289878636492,2010
Love,2015,"Drama,Romance",6.1,73517,movie,68.35215890094106,2010
Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,406666,movie,89.1186576720005,2010
La La Land,2016,"Comedy,Drama,Music",8.0,753422,movie,108.25904619815525,2010
Sonic the Hedgehog,2020,"Action,Adventure,Comedy",6.5,190527,movie,79.02406977263036,2020
The Kissing Booth,2018,"Comedy,Romance",5.9,103106,movie,68.10672589900432,2010
The Nice Guys,2016,"Action,Comedy,Crime",7.4,410135,movie,95.63938823054437,2010
Son of Saul,2015,"Drama,War",7.4,54293,movie,80.67591432284426,2010
Malignant,2021,"Crime,Horror,Mystery",6.2,120715,movie,72.54736358144278,2020
The Predator,2018,"Action,Adventure,Sci-Fi",5.3,161677,movie,63.56478572269362,2010
Only the Brave,2017,"Action,Biography,Drama",7.6,90729,movie,86.75880563496521,2010
To All the Boys I've Loved Before,2018,"Comedy,Drama,Romance",7.0,138707,movie,82.88083351566739,2010
Baby,2015,"Action,Thriller",7.9,62992,movie,87.3010278041498,2010
Dope,2015,"Adventure,Comedy,Crime",7.2,91647,movie,82.26503654045678,2010
Krampus,2015,"Comedy,Fantasy,Horror",6.2,94432,movie,71.02493872200452,2010
Cargo,2017,"Drama,Horror,Sci-Fi",6.3,52108,movie,68.42476473094996,2010
Dumbo,2019,"Adventure,Animation,Family",6.2,87987,movie,70.58665500270419,2010
Bajrangi Bhaijaan,2015,"Adventure,Comedy,Drama",8.1,110278,movie,94.04715380748051,2010
Into the Badlands,2015,"Action,Adventure,Drama",7.9,52629,tvSeries,85.88107836301863,2010
The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,156463,movie,75.35162148749602,2010
Stronger,2017,"Biography,Drama",6.9,53537,movie,75.1280851501596,2010
The Boy,2016,"Horror,Mystery,Thriller",6.0,107671,movie,69.52101336242872,2010
Baby Driver,2017,"Action,Crime,Drama",7.5,678292,movie,100.70499864504943,2010
Leave No Trace,2018,"Adventure,Drama",7.1,70047,movie,79.2141442424988,2010
Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,823059,movie,103.51795206184751,2010
Puss in Boots: The Last Wish,2022,"Action,Adventure,Animation",7.8,221660,movie,96.00941965157122,2020
Big Little Lies,2017,"Crime,Drama,Mystery",8.4,243217,tvSeries,104.17435835475443,2010
The Space Between Us,2017,"Drama,Romance,Sci-Fi",6.4,58593,movie,70.261571292832,2010
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Animation",5.9,105889,movie,68.26386526224333,2010
Popstar: Never Stop Never Stopping,2016,"Comedy,Drama,Music",6.7,73768,movie,75.09815809186715,2010
Okja,2017,"Action,Adventure,Drama",7.3,141126,movie,86.55908122760826,2010
The Endless,2017,"Horror,Mystery,Sci-Fi",6.5,56268,movie,71.0962282477043,2010
The House That Jack Built,2018,"Crime,Drama,Horror",6.8,105003,movie,78.61986056108852,2010
Colonia,2015,"Biography,Drama,History",7.0,59532,movie,76.95988483462335,2010
Supergirl,2015,"Action,Adventure,Drama",6.2,134399,tvSeries,73.21312325271735,2010
The Handmaiden,2016,"Drama,Romance,Thriller",8.1,200703,movie,98.89761000708216,2010
Manchester by the Sea,2016,Drama,7.8,353027,movie,99.63953859789194,2010
Swiss Army Man,2016,"Comedy,Drama,Fantasy",6.9,140206,movie,81.77098953584101,2010
Citizenfour,2014,"Biography,Documentary",8.0,59866,movie,87.99891208210128,2010
Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,304870,movie,79.55413663188433,2010
Dirk Gently's Holistic Detective Agency,2016,"Action,Adventure,Comedy",8.1,62182,tvSeries,89.40634886700707,2010
Toni Erdmann,2016,"Comedy,Drama",7.3,54811,movie,79.65501713385277,2010
The Shallows,2016,"Drama,Horror,Thriller",6.3,152836,movie,75.20386059937158,2010
Lucifer,2016,"Crime,Drama,Fantasy",8.0,389336,tvSeries,102.9775840239505,2010
Green Room,2015,"Horror,Thriller",7.0,152687,movie,83.55301747332703,2010
A Man Called Ove,2015,"Comedy,Drama,Romance",7.7,74212,movie,86.35304478683011,2010
Twin Peaks,2017,"Crime,Drama,Horror",8.5,88634,tvSeries,96.83430188635477,2010
The Purge: Election Year,2016,"Action,Horror,Sci-Fi",6.0,118476,movie,70.0947941243967,2010
The Lego Batman Movie,2017,"Action,Adventure,Animation",7.3,190909,movie,88.76473072204425,2010
Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.5,329961,movie,82.59374334016299,2010
Fantastic Beasts: The Secrets of Dumbledore,2022,"Adventure,Fantasy",6.2,191266,movie,75.40080653158516,2020
After,2019,"Drama,Romance",5.3,75225,movie,59.5096661779407,2010
Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,62068,movie,75.04470369298295,2010
Keanu,2016,"Action,Comedy,Crime",6.2,54826,movie,67.65390284043772,2010
Polar,2019,"Action,Crime,Thriller",6.3,106480,movie,72.92698845433466,2010
Shadowhunters,2016,"Action,Drama,Fantasy",6.5,76433,tvSeries,73.08710382395097,2010
Scream Queens,2015,"Comedy,Horror,Mystery",7.1,50684,tvSeries,76.91689546122348,2010
Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.7,654272,movie,89.7215655889818,2010
Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,1357521,movie,118.6178347223842,2010
Avengers: Endgame,2019,"Action,Adventure,Sci-Fi",8.4,1430229,movie,119.05609908591177,2010
Free Fire,2016,"Action,Comedy,Crime",6.3,53181,movie,68.55317575269592,2010
Mr. Robot,2015,"Crime,Drama,Thriller",8.5,463548,tvSeries,110.89665435722148,2010
Don't Breathe,2016,"Crime,Horror,Thriller",7.1,328497,movie,90.18620918955956,2010
M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",8.0,75327,movie,89.83675132204564,2010
13 Hours: The Secret Soldiers of Benghazi,2016,"Action,Drama,History",7.3,178429,movie,88.27120610638869,2010
Look Who's Back,2015,"Comedy,Drama,Fantasy",7.0,53663,movie,76.23335320988102,2010
The Gift,2015,"Drama,Mystery,Thriller",7.0,184188,movie,84.86598577870986,2010
The Last Kingdom,2015,"Action,Drama,History",8.5,187220,tvSeries,103.19033723686876,2010
Ash vs Evil Dead,2015,"Action,Comedy,Horror",8.4,84619,tvSeries,95.30567849600286,2010
Anthropoid,2016,"Action,Drama,History",7.2,58801,movie,79.06978181192274,2010
Jason Bourne,2016,"Action,Thriller",6.6,256252,movie,82.19584965426347,2010
Molly's Game,2017,"Biography,Crime,Drama",7.4,202488,movie,90.41642569340044,2010
Widows,2018,"Crime,Drama,Thriller",6.8,108769,movie,78.8594751950721,2010
The Babysitter,2017,"Comedy,Horror",6.4,121061,movie,74.90591891058126,2010
Victoria,2015,"Crime,Drama,Romance",7.6,66840,movie,84.4364330685909,2010
Yellowstone,2018,"Drama,Western",8.6,304592,tvSeries,108.58986471425189,2010
The Last Duel,2021,"Drama,History,Thriller",7.3,204705,movie,89.27407394058436,2020
Alpha,2018,"Adventure,Drama",6.6,71404,movie,73.76232051650511,2010
The Magicians,2015,"Drama,Fantasy,Mystery",7.6,59847,tvSeries,83.59655404156555,2010
The Witch,2015,"Drama,Fantasy,Horror",7.0,348871,movie,89.3372025374382,2010
Billions,2016,Drama,8.3,117379,tvSeries,96.88725534631824,2010
The Good Nurse,2022,"Biography,Crime,Drama",6.8,89831,movie,77.55866076283846,2020
The Founder,2016,"Biography,Drama",7.2,203100,movie,87.99446698249304,2010
Terrifier,2016,Horror,5.5,93676,movie,62.96178514346457,2010
The Circle,2017,"Drama,Mystery,Sci-Fi",5.4,105056,movie,62.436143629627125,2010
Atlanta,2016,"Comedy,Drama,Music",8.6,97824,tvSeries,98.82195693233881,2010
The Jinx: The Life and Deaths of Robert Durst,2015,"Biography,Crime,Documentary",8.6,58199,tvSeries,94.35596168239543,2010
Kubo and the Two Strings,2016,"Action,Adventure,Animation",7.7,146045,movie,91.56585955731663,2010
Fractured,2019,"Drama,Mystery,Thriller",6.5,111405,movie,75.5360286770148,2010
Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",6.2,81749,movie,70.13073490886644,2010
The Peanut Butter Falcon,2019,"Adventure,Comedy,Drama",7.6,118807,movie,88.80794261117641,2010
20th Century Women,2016,"Comedy,Drama",7.3,52059,movie,79.27897067923787,2010
Airlift,2016,"Drama,History",7.9,61386,movie,87.09700289334528,2010
The Gilded Age,2022,Drama,8.1,52242,tvSeries,87.99550058925902,2020
Limitless,2015,"Comedy,Crime,Drama",7.6,74760,tvSeries,85.28749078792819,2010
John Wick: Chapter 2,2017,"Action,Crime,Thriller",7.4,565908,movie,98.02178231854941,2010
Quantico,2015,"Crime,Drama,Mystery",6.7,65723,tvSeries,74.32446826940287,2010
Drishyam,2015,"Crime,Drama,Mystery",8.2,107688,movie,95.01334617785622,2010
Neighbors 2: Sorority Rising,2016,Comedy,5.7,136693,movie,67.40530904195597,2010
Better Watch Out,2016,"Comedy,Horror,Thriller",6.5,52426,movie,70.63652654797087,2010
Shaft,2019,"Action,Comedy,Crime",6.4,61993,movie,70.62257122833519,2010
Fifty Shades Darker,2017,"Drama,Mystery,Romance",4.6,120672,movie,53.82382444026718,2010
Paddington 2,2017,"Adventure,Comedy,Family",7.8,112828,movie,90.74223455070725,2010
Blindspot,2015,"Action,Crime,Drama",7.3,85470,tvSeries,82.89822122796846,2010
Fifty Shades Freed,2018,"Drama,Mystery,Romance",4.6,82437,movie,52.07103236350569,2010
Superstore,2015,Comedy,7.9,83144,tvSeries,89.49380165381925,2010
Gifted,2017,Drama,7.6,157657,movie,90.95814570269543,2010
The House,2017,"Comedy,Crime",5.6,50087,movie,60.60049392523841,2010
Gran Turismo,2023,"Action,Adventure,Drama",7.1,133375,movie,83.78653191908877,2020
Maze Runner: The Death Cure,2018,"Action,Adventure,Sci-Fi",6.3,189122,movie,76.54592980717237,2010
Why Him?,2016,Comedy,6.2,134668,movie,73.22552016914082,2010
One Punch Man,2015,"Action,Animation,Comedy",8.6,222350,tvSeries,105.88326876507404,2010
Café Society,2016,"Comedy,Drama,Romance",6.6,84547,movie,74.87741495344368,2010
Ghostbusters: Afterlife,2021,"Adventure,Comedy,Fantasy",7.0,239678,movie,86.70936144371828,2020
Frozen II,2019,"Adventure,Animation,Comedy",6.8,217088,movie,83.55879494584596,2010
Overlord,2018,"Action,Horror,Sci-Fi",6.6,115022,movie,76.90899937641933,2010
DC's Legends of Tomorrow,2016,"Action,Adventure,Drama",6.7,114232,tvSeries,78.02811120563788,2010
Robin Hood,2018,"Action,Adventure,Drama",5.4,86076,movie,61.36012389193795,2010
Miss Sloane,2016,Drama,7.5,88258,movie,85.41014716683759,2010
The Girl with All the Gifts,2016,"Action,Adventure,Drama",6.6,68661,movie,73.50378176741457,2010
Nocturnal Animals,2016,"Drama,Thriller",7.4,337075,movie,94.18764945011684,2010
Darkest Hour,2017,"Biography,Drama,History",7.4,241862,movie,91.73130719968294,2010
Mile 22,2018,"Action,Crime,Thriller",6.1,93236,movie,69.80162407233802,2010
Mulan,2020,"Action,Adventure,Drama",5.8,167372,movie,69.76225012225272,2020
Patriots Day,2016,"Action,Crime,Drama",7.3,121547,movie,85.46881097714127,2010
Stranger Things,2016,"Drama,Fantasy,Horror",8.6,1677663,tvSeries,123.26304587901002,2010
Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,90346,movie,82.16209456391405,2010
Five Nights at Freddy's,2023,"Horror,Mystery,Thriller",5.4,135893,movie,63.82596468789283,2020
Luckiest Girl Alive,2022,"Drama,Mystery,Thriller",6.4,59832,movie,70.39549384877762,2020
Can You Ever Forgive Me?,2018,"Biography,Comedy,Crime",7.1,58535,movie,77.93939902888779,2010
The Alienist,2018,"Crime,Drama,Mystery",7.7,64406,tvSeries,85.26180798099941,2010
Purple Hearts,2022,"Drama,Music,Romance",6.7,70254,movie,74.77114591801443,2020
Battle of the Sexes,2017,"Biography,Comedy,Drama",6.7,63362,movie,74.07935126403281,2010
Storks,2016,"Adventure,Animation,Comedy",6.8,71999,movie,76.05397106128738,2010
Roofman,2025,"Biography,Crime,Drama",7.0,61195,movie,77.15274536071507,2020
The Fate of the Furious,2017,"Action,Crime,Thriller",6.6,272678,movie,82.60590947957805,2010
Shot Caller,2017,"Crime,Drama,Thriller",7.3,112698,movie,84.91700876158278,2010
Spider-Man: Into the Spider-Verse,2018,"Action,Adventure,Animation",8.4,778853,movie,113.9508518700734,2010
Master of None,2015,"Comedy,Drama",8.2,78606,tvSeries,92.43206715333014,2010
The OA,2016,"Drama,Fantasy,Mystery",7.8,126242,tvSeries,91.61845663458728,2010
Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.7,399104,movie,86.40974800070018,2010
Bad Moms,2016,Comedy,6.2,140745,movie,73.49917113263201,2010
Colossal,2016,"Comedy,Drama,Fantasy",6.2,73906,movie,69.50540562552104,2010
The New Mutants,2020,"Action,Horror,Mystery",5.3,100593,movie,61.04984114412571,2020
Collateral Beauty,2016,"Drama,Romance",6.8,108985,movie,78.87296565202577,2010
The Death of Stalin,2017,"Comedy,Drama,History",7.3,125599,movie,85.70820186976803,2010
In the Tall Grass,2019,"Horror,Mystery,Sci-Fi",5.5,72858,movie,61.57947191155031,2010
Goliath,2016,Drama,8.1,63067,tvSeries,89.5208187518738,2010
It Comes at Night,2017,"Drama,Horror,Mystery",6.1,110455,movie,70.83541721077533,2010
Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.8,152126,movie,93.07322234971579,2010
Bumblebee,2018,"Action,Adventure,Sci-Fi",6.7,206693,movie,82.00123219325867,2010
Now You See Me: Now You Don't,2025,"Crime,Thriller",5.9,56025,movie,64.50796446214787,2020
Klaus,2019,"Adventure,Animation,Comedy",8.2,234094,movie,101.380519789239,2010
A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,122884,movie,75.00157503958415,2010
TVF Pitchers,2015,"Comedy,Drama",9.1,79444,tvSeries,102.67354961426001,2010
War Machine,2017,"Comedy,Drama,War",6.0,52567,movie,65.21906295250203,2010
The Mauritanian,2021,"Biography,Drama,Thriller",7.5,71405,movie,83.82092380415276,2020
Pitch Perfect 3,2017,"Comedy,Music",5.8,78003,movie,65.33411488552927,2010
The Do-Over,2016,"Action,Adventure,Comedy",5.7,56627,movie,62.3821747388244,2010
Flow,2024,"Adventure,Animation,Family",7.9,123812,movie,92.6395045640395,2020
The Promise,2016,"Action,Adventure,Drama",6.1,180269,movie,73.82345329835056,2010
Maleficent: Mistress of Evil,2019,"Adventure,Drama,Family",6.6,131281,movie,77.78162926407377,2010
The Meg,2018,"Action,Adventure,Horror",5.7,226427,movie,70.28201389406088,2010
Imperium,2016,"Crime,Drama,Mystery",6.5,53338,movie,70.7486279611797,2010
Lights Out,2016,"Horror,Mystery",6.3,151405,movie,75.14459596059723,2010
The Crown,2016,"Biography,Drama,History",8.6,279387,tvSeries,107.84703748944979,2010
Rough Night,2017,Comedy,5.2,58602,movie,57.08832534431277,2010
