Title,Year,Genres,Rating,Votes,Type,Popularity,Decade
Kate & Leopold,2001,"Comedy,Fantasy,Romance",6.4,93592,movie,73.2588812078556,2000
All About Eve,1950,Drama,8.2,148495,movie,97.64811384631986,1950
Cinderella,1950,"Animation,Family,Fantasy",7.3,186052,movie,88.57660482966264,1950
Harvey,1950,"Comedy,Drama,Fantasy",7.9,60798,movie,87.02096616414335,1950
Rashomon,1950,"Crime,Drama,Mystery",8.1,195453,movie,98.6829092844095,1950
Sunset Boulevard,1950,"Drama,Film-Noir",8.4,259751,movie,104.72682157400143,1950
The African Queen,1951,"Adventure,Drama,Romance",7.7,88533,movie,87.71170594993713,1950
Alice in Wonderland,1951,"Adventure,Animation,Comedy",7.3,165576,movie,87.72545475512659,1950
The Day the Earth Stood Still,1951,"Drama,Sci-Fi",7.7,89591,movie,87.80317813566815,1950
Strangers on a Train,1951,"Crime,Drama,Film-Noir",7.9,148584,movie,94.08035529755071,1950
A Streetcar Named Desire,1951,Drama,7.9,119561,movie,92.36349764487746,1950
High Noon,1952,"Drama,Thriller,Western",7.9,115964,movie,92.12217710904255,1950
Ikiru,1952,Drama,8.3,101475,movie,95.67881225616892,1950
Singin' in the Rain,1952,"Comedy,Musical,Romance",8.3,281019,movie,104.13327376201381,1950
From Here to Eternity,1953,"Drama,Romance,War",7.6,53968,movie,82.81071383549087,1950
Peter Pan,1953,"Adventure,Animation,Family",7.3,164532,movie,87.67928062175598,1950
Roman Holiday,1953,"Comedy,Drama,Romance",8.0,157791,movie,95.75221321237493,1950
The Wages of Fear,1953,"Adventure,Drama,Thriller",8.1,73086,movie,90.71507608231691,1950
Stalag 17,1953,"Comedy,Drama,War",7.9,61309,movie,87.08708724755923,1950
Tokyo Story,1953,Drama,8.1,77117,movie,91.14994012771407,1950
Diabolique,1955,"Crime,Drama,Horror",8.1,73095,movie,90.7160734759603,1950
Dial M for Murder,1954,"Crime,Drama,Mystery",8.1,203733,movie,99.0189812955187,1950
On the Waterfront,1954,"Crime,Drama,Thriller",8.1,176990,movie,97.87917295355687,1950
Rear Window,1954,"Drama,Mystery,Thriller",8.5,566456,movie,112.60081483551198,1950
Sabrina,1954,"Comedy,Drama,Romance",7.6,75446,movie,85.35691060137053,1950
Seven Samurai,1954,"Action,Drama",8.6,399866,movie,110.93040902169972,1950
La Strada,1954,Drama,8.0,69702,movie,89.21587432593223,1950
White Christmas,1954,"Comedy,Musical,Romance",7.5,58089,movie,82.27298697128631,1950
East of Eden,1955,Drama,7.8,51572,movie,84.63572651453968,1950
Lady and the Tramp,1955,"Adventure,Animation,Comedy",7.3,160732,movie,87.50870372320887,1950
The Night of the Hunter,1955,"Crime,Drama,Thriller",8.0,106946,movie,92.64063450525295,1950
Rebel Without a Cause,1955,Drama,7.6,102857,movie,87.71232164315774,1950
To Catch a Thief,1955,"Drama,Mystery,Romance",7.4,86207,movie,84.09734928289915,1950
Forbidden Planet,1956,"Adventure,Sci-Fi",7.5,56864,movie,82.11313298215782,1950
Invasion of the Body Snatchers,1956,"Drama,Horror,Sci-Fi",7.7,59374,movie,84.63541008299184,1950
The Killing,1956,"Crime,Drama,Film-Noir",7.9,105135,movie,91.34770408906003,1950
The Man Who Knew Too Much,1956,"Crime,Drama,Mystery",7.4,75722,movie,83.1376977337575,1950
The Searchers,1956,"Adventure,Western",7.8,103193,movie,90.04597914211936,1950
The Ten Commandments,1956,"Adventure,Drama,Family",7.9,83512,movie,89.52869034339626,1950
12 Angry Men,1957,"Crime,Drama",9.0,976110,movie,124.12197507566287,1950
The Bridge on the River Kwai,1957,"Adventure,Drama,War",8.1,247698,movie,100.60172088340771,1950
Throne of Blood,1957,Drama,8.0,59822,movie,87.99303012207427,1950
Nights of Cabiria,1957,Drama,8.1,56853,movie,88.68061657270285,1950
Paths of Glory,1957,"Drama,War",8.4,237551,movie,103.97635597646878,1950
The Seventh Seal,1957,"Drama,Fantasy",8.1,214983,movie,99.45434529715105,1950
Wild Strawberries,1957,"Drama,Romance",8.1,123939,movie,94.9931127833131,1950
Witness for the Prosecution,1957,"Crime,Drama,Mystery",8.4,160445,movie,100.67993446305121,1950
Cat on a Hot Tin Roof,1958,Drama,7.9,56717,movie,86.47205122044593,1950
Touch of Evil,1958,"Crime,Drama,Film-Noir",7.9,114503,movie,92.0220147898018,1950
Vertigo,1958,"Mystery,Romance,Thriller",8.2,457311,movie,106.87157550142328,1950
The Twilight Zone,1959,"Drama,Fantasy,Horror",9.0,107803,tvSeries,104.29254689745015,1950
Anatomy of a Murder,1959,"Drama,Mystery",8.0,77355,movie,90.04928396122536,1950
Ben-Hur,1959,"Adventure,Drama",8.1,270141,movie,101.30426452352653,1950
North by Northwest,1959,"Adventure,Drama,Mystery",8.3,368354,movie,106.37943760369986,1950
The 400 Blows,1959,"Crime,Drama",8.0,133947,movie,94.44159582644302,1950
Rio Bravo,1959,Western,8.0,73159,movie,89.60312346991984,1950
Sleeping Beauty,1959,"Adventure,Animation,Family",7.2,171343,movie,86.77024325575988,1950
Some Like It Hot,1959,"Comedy,Music,Romance",8.2,303431,movie,103.50785803138942,1950
Breathless,1960,"Crime,Drama",7.6,94637,movie,87.07930887300557,1960
The Apartment,1960,"Comedy,Drama,Romance",8.3,217872,movie,102.02080301092417,1960
La Dolce Vita,1960,"Comedy,Drama",8.0,85454,movie,90.84586798758977,1960
The Magnificent Seven,1960,"Action,Adventure,Drama",7.7,110080,movie,89.38901242938721,1960
Psycho,1960,"Drama,Horror,Mystery",8.5,781129,movie,115.33221249831962,1960
Spartacus,1960,"Adventure,Biography,Drama",7.9,151361,movie,94.22664162913075,1960
Breakfast at Tiffany's,1961,"Comedy,Drama,Romance",7.5,203537,movie,91.67702314139763,1960
The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,59373,movie,82.43696142419317,1960
The Hustler,1961,"Drama,Sport",7.9,90799,movie,90.18958805537176,1960
Judgment at Nuremberg,1961,"Drama,History,War",8.3,96328,movie,95.24676880264806,1960
One Hundred and One Dalmatians,1961,"Adventure,Animation,Comedy",7.3,195428,movie,88.93551532013758,1960
West Side Story,1961,"Crime,Drama,Musical",7.6,127206,movie,89.32707954926134,1960
Yojimbo,1961,"Action,Drama,Thriller",8.2,142285,movie,97.2978164128317,1960
Dr. No,1962,"Action,Adventure,Thriller",7.2,194056,movie,87.66649480453242,1960
Harakiri,1962,"Drama,Mystery",8.6,89770,movie,98.08305265565632,1960
Lawrence of Arabia,1962,"Adventure,Biography,Drama",8.3,339897,movie,105.71210264901539,1960
Lolita,1962,"Crime,Drama,Romance",7.5,115460,movie,87.42509571461194,1960
The Longest Day,1962,"Action,Drama,History",7.7,62497,movie,85.03012852620792,1960
The Man Who Shot Liberty Valance,1962,"Drama,Western",8.1,88171,movie,92.23497045691803,1960
The Manchurian Candidate,1962,"Drama,Thriller",7.9,84374,movie,89.60981515239669,1960
To Kill a Mockingbird,1962,"Crime,Drama",8.2,350396,movie,104.68791762412363,1960
What Ever Happened to Baby Jane?,1962,"Drama,Horror,Thriller",8.0,67243,movie,88.92854562261677,1960
8½,1963,Drama,8.0,132236,movie,94.33874787202838,1960
The Birds,1963,"Drama,Horror,Mystery",7.6,219024,movie,93.45671809794823,1960
Charade,1963,"Comedy,Mystery,Romance",7.8,92810,movie,89.21881543839761,1960
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,"Comedy,War",8.3,549338,movie,109.69669432591185,1960
From Russia with Love,1963,"Action,Adventure,Thriller",7.3,157461,movie,87.3586115390241,1960
The Great Escape,1963,"Adventure,Drama,Thriller",8.2,276174,movie,102.73604832289924,1960
It's a Mad Mad Mad Mad World,1963,"Action,Adventure,Comedy",7.5,50575,movie,81.2340949652696,1960
The Pink Panther,1963,"Comedy,Crime,Romance",7.0,61348,movie,77.17022494839469,1960
The Sword in the Stone,1963,"Adventure,Animation,Comedy",7.1,113715,movie,82.65429923982545,1960
High and Low,1963,"Crime,Drama,Mystery",8.4,70559,movie,93.779317953255,1960
Goldfinger,1964,"Action,Adventure,Thriller",7.7,216211,movie,94.58687747515832,1960
A Hard Day's Night,1964,"Comedy,Musical",7.5,50870,movie,81.27771478362608,1960
Marnie,1964,"Crime,Drama,Mystery",7.1,57426,movie,77.80359233411012,1960
Mary Poppins,1964,"Comedy,Family,Fantasy",7.8,197797,movie,95.12097294352024,1960
My Fair Lady,1964,"Drama,Family,Musical",7.7,107276,movie,89.19033378372563,1960
A Fistful of Dollars,1964,"Drama,Western",7.9,252165,movie,98.25892742166862,1960
The Battle of Algiers,1966,"Drama,War",8.1,75018,movie,90.92641524615674,1960
Doctor Zhivago,1965,"Drama,Romance,War",7.9,86747,movie,89.82893380912067,1960
For a Few Dollars More,1965,"Drama,Western",8.2,298585,movie,103.37584141286449,1960
Repulsion,1965,"Drama,Horror,Thriller",7.5,61067,movie,82.64795175790833,1960
The Sound of Music,1965,"Biography,Drama,Family",8.1,289529,movie,101.86568702388743,1960
Thunderball,1965,"Action,Adventure,Thriller",6.9,136714,movie,81.59696037744271,1960
Star Trek,1966,"Action,Adventure,Sci-Fi",8.4,100155,tvSeries,96.72158382566467,1960
Andrei Rublev,1966,"Biography,Drama,History",8.0,60253,movie,88.05046114115532,1960
Blow-Up,1966,"Drama,Mystery,Thriller",7.4,72244,movie,82.78975372582231,1960
"The Good, the Bad and the Ugly",1966,"Adventure,Drama,Western",8.8,886417,movie,120.51549640672616,1960
Persona,1966,"Drama,Thriller",8.0,139806,movie,94.78408821052649,1960
Who's Afraid of Virginia Woolf?,1966,Drama,8.0,83897,movie,90.69876107970087,1960
Belle de Jour,1967,"Drama,Romance",7.6,53090,movie,82.68605337839065,1960
Bonnie and Clyde,1967,"Action,Biography,Crime",7.7,127602,movie,90.52636919288412,1960
Cool Hand Luke,1967,"Crime,Drama",8.0,196943,movie,97.52535700601344,1960
The Dirty Dozen,1967,"Action,Adventure,War",7.7,83719,movie,87.28120348571807,1960
The Graduate,1967,"Comedy,Drama,Romance",8.0,302011,movie,100.94574975627788,1960
Guess Who's Coming to Dinner,1967,"Comedy,Drama",7.8,52523,movie,84.77825029348047,1960
In the Heat of the Night,1967,"Drama,Mystery,Thriller",7.9,90513,movie,90.16466524966754,1960
The Jungle Book,1967,"Adventure,Animation,Comedy",7.6,212055,movie,93.21096725016623,1960
Le Samouraï,1967,"Crime,Drama,Thriller",8.0,65277,movie,88.69116026159705,1960
You Only Live Twice,1967,"Action,Adventure,Thriller",6.8,126359,movie,79.87879991871775,1960
2001: A Space Odyssey,1968,"Adventure,Sci-Fi",8.3,778078,movie,112.58603105819765,1960
Bullitt,1968,"Action,Crime,Thriller",7.4,81439,movie,83.67631069020625,1960
Chitty Chitty Bang Bang,1968,"Adventure,Family,Fantasy",7.0,54715,movie,76.36925221696781,1960
Night of the Living Dead,1968,"Horror,Thriller",7.8,150136,movie,92.97051526597464,1960
Planet of the Apes,1968,"Adventure,Sci-Fi",8.0,209801,movie,98.03131793101765,1960
The Producers,1967,"Comedy,Music",7.5,64584,movie,83.06791485806139,1960
Rosemary's Baby,1968,"Drama,Horror",8.0,256449,movie,99.63748074731375,1960
Monty Python's Flying Circus,1969,Comedy,8.8,87006,tvSeries,100.08884477482837,1960
Butch Cassidy and the Sundance Kid,1969,"Adventure,Biography,Crime",8.0,238507,movie,99.05723151187719,1960
Once Upon a Time in the West,1968,"Drama,Western",8.5,382327,movie,109.25926811001025,1960
Easy Rider,1969,"Adventure,Drama",7.2,123056,movie,84.38684267013721,1960
The Italian Job,1969,"Action,Comedy,Crime",7.2,54013,movie,78.458256268659,1960
Midnight Cowboy,1969,Drama,7.8,130868,movie,91.89916679261366,1960
On Her Majesty's Secret Service,1969,"Action,Adventure,Thriller",6.7,107687,movie,77.63279380630706,1960
True Grit,1969,"Adventure,Drama,Western",7.4,54824,movie,80.74793666616588,1960
Where Eagles Dare,1968,"Action,Adventure,War",7.6,67484,movie,84.50930816911658,1960
The Wild Bunch,1969,"Action,Adventure,Drama",7.9,94992,movie,90.5462288564326,1960
The Aristocats,1970,"Adventure,Animation,Comedy",7.1,124185,movie,83.2796464445112,1970
Beneath the Planet of the Apes,1970,"Action,Adventure,Sci-Fi",6.0,57398,movie,65.74658843097026,1970
Kelly's Heroes,1970,"Adventure,Comedy,War",7.6,58137,movie,83.37623755627712,1970
M*A*S*H,1970,"Comedy,Drama,War",7.3,82301,movie,82.6224113219953,1970
Patton,1970,"Biography,Drama,War",7.9,113983,movie,91.98605628825266,1970
THX 1138,1971,"Drama,Sci-Fi,Thriller",6.6,57318,movie,72.31204193068722,1970
A Clockwork Orange,1971,"Crime,Sci-Fi",8.2,932720,movie,112.71605468637881,1970
Diamonds Are Forever,1971,"Action,Adventure,Thriller",6.5,122257,movie,76.14022432517505,1970
Dirty Harry,1971,"Action,Crime,Thriller",7.7,179946,movie,93.17317305344775,1970
Fiddler on the Roof,1971,"Drama,Family,Musical",8.0,51871,movie,86.85212116901005,1970
The French Connection,1971,"Action,Crime,Drama",7.7,149627,movie,91.75243623331285,1970
Harold and Maude,1971,"Comedy,Drama,Romance",7.8,85859,movie,88.61160121978112,1970
The Last Picture Show,1971,"Drama,Romance",8.0,56587,movie,87.54827644665224,1970
Straw Dogs,1971,"Crime,Drama,Thriller",7.4,67983,movie,82.33989585148247,1970
Willy Wonka & the Chocolate Factory,1971,"Adventure,Comedy,Family",7.8,243815,movie,96.75248715582468,1970
M*A*S*H,1972,"Comedy,Drama,War",8.5,68830,tvSeries,94.68485729083548,1970
"Aguirre, the Wrath of God",1972,"Action,Adventure,Biography",7.8,67422,movie,86.72606789446046,1970
Cabaret,1972,"Drama,Music,Musical",7.8,64118,movie,86.3341472348247,1970
The Discreet Charm of the Bourgeoisie,1972,"Comedy,Drama,Fantasy",7.7,50295,movie,83.35758929627698,1970
Deliverance,1972,"Adventure,Drama,Thriller",7.6,128188,movie,89.38552443661024,1970
Frenzy,1972,"Drama,Thriller",7.4,53120,movie,80.51428500271234,1970
The Godfather,1972,"Crime,Drama",9.2,2209920,movie,134.39789523844212,1970
High Plains Drifter,1973,"Drama,Western",7.4,72548,movie,82.82082731145613,1970
The Poseidon Adventure,1972,"Action,Adventure,Drama",7.1,53558,movie,77.30849525043983,1970
Sleuth,1972,"Mystery,Thriller",7.9,52568,movie,85.87191650376386,1970
Solaris,1972,"Adventure,Drama,Mystery",7.9,104620,movie,91.30891113370436,1970
American Graffiti,1973,"Comedy,Drama",7.4,104930,movie,85.55176067712449,1970
Badlands,1973,"Action,Crime,Drama",7.7,83840,movie,87.29232434657249,1970
The Day of the Jackal,1973,"Crime,Drama,Thriller",7.8,52495,movie,84.77409100640253,1970
Don't Look Now,1973,"Drama,Horror,Mystery",7.1,68161,movie,79.02035761257524,1970
Enter the Dragon,1973,"Action,Crime,Thriller",7.6,119646,movie,88.86142423072688,1970
The Exorcist,1973,Horror,8.1,495755,movie,106.222080769685,1970
Live and Let Die,1973,"Action,Adventure,Thriller",6.7,123674,movie,78.56020914737655,1970
Magnum Force,1973,"Action,Crime,Mystery",7.2,71407,movie,80.4682885157124,1970
Mean Streets,1973,"Crime,Drama,Thriller",7.2,127501,movie,84.64233230414723,1970
Paper Moon,1973,"Comedy,Crime,Drama",8.1,57075,movie,88.71218391832376,1970
Papillon,1973,"Biography,Crime,Drama",8.0,145388,movie,95.09729047781268,1970
Robin Hood,1973,"Adventure,Animation,Comedy",7.5,149146,movie,89.34510728208237,1970
Serpico,1973,"Biography,Crime,Drama",7.7,145690,movie,91.54711993848991,1970
Soylent Green,1973,"Crime,Mystery,Sci-Fi",7.0,74899,movie,78.56727072796936,1970
The Sting,1973,"Comedy,Crime,Drama",8.2,298879,movie,103.38391152317936,1970
Last Tango in Paris,1972,"Drama,Romance",6.8,62309,movie,75.07105586502394,1970
Westworld,1973,"Action,Drama,Sci-Fi",6.9,66828,movie,76.65815429030592,1970
The Wicker Man,1973,"Horror,Mystery,Thriller",7.5,104778,movie,86.69699328875924,1970
Amarcord,1973,"Comedy,Drama",7.8,51216,movie,84.58169664523523,1970
Black Christmas,1974,"Horror,Mystery,Thriller",7.1,55959,movie,77.61985936685997,1970
Blazing Saddles,1974,"Comedy,Western",7.7,163775,movie,92.44811586472059,1970
Chinatown,1974,"Drama,Mystery,Thriller",8.1,375176,movie,103.96471927828587,1970
The Conversation,1974,"Drama,Mystery,Thriller",7.7,135991,movie,91.01664869264538,1970
The Godfather Part II,1974,"Crime,Drama",9.0,1484976,movie,127.89818251624958,1970
The Holy Mountain,1973,"Adventure,Drama,Fantasy",7.7,52065,movie,83.62391127062277,1970
The Man with the Golden Gun,1974,"Action,Adventure,Thriller",6.7,120817,movie,78.40361629649094,1970
Monty Python and the Holy Grail,1975,"Adventure,Comedy,Fantasy",8.2,601001,movie,109.11208539475766,1970
Murder on the Orient Express,1974,"Crime,Drama,Mystery",7.2,74184,movie,80.74298716185645,1970
The Texas Chain Saw Massacre,1974,Horror,7.4,210277,movie,90.69573931223293,1970
The Towering Inferno,1974,"Action,Drama,Thriller",7.0,52270,movie,76.04924510194877,1970
Young Frankenstein,1974,Comedy,8.0,180394,movie,96.8231890130724,1970
Mirror,1975,"Biography,Drama",7.9,57173,movie,86.53531259984916,1970
Fawlty Towers,1975,Comedy,8.8,110875,tvSeries,102.22219673258455,1970
Saturday Night Live,1975,"Comedy,Music",8.0,57282,tvSeries,87.6459337378087,1970
Barry Lyndon,1975,"Adventure,Drama,War",8.1,202725,movie,98.97880584448335,1970
Dog Day Afternoon,1975,"Biography,Crime,Drama",8.0,290604,movie,100.63773435718801,1970
Jaws,1975,"Adventure,Horror,Thriller",8.1,732067,movie,109.37938128235673,1970
The Man Who Would Be King,1975,"Adventure,Drama,War",7.7,55311,movie,84.08959853708645,1970
One Flew Over the Cuckoo's Nest,1975,Drama,8.6,1151624,movie,120.02747963142468,1970
The Rocky Horror Picture Show,1975,"Comedy,Horror,Musical",7.4,182559,movie,89.64973228697991,1970
"Salò, or the 120 Days of Sodom",1975,Drama,5.8,72073,movie,64.87552168484358,1970
Sholay,1975,"Action,Adventure,Comedy",8.1,62815,movie,89.48838833725199,1970
Three Days of the Condor,1975,"Crime,Mystery,Thriller",7.4,69703,movie,82.52478991697637,1970
All the President's Men,1976,"Drama,History,Thriller",7.9,137139,movie,93.4471272830462,1970
Assault on Precinct 13,1976,"Action,Crime,Thriller",7.3,60541,movie,80.38085553324056,1970
Carrie,1976,Horror,7.4,226976,movie,91.26123677361342,1970
The Enforcer,1976,"Action,Crime,Thriller",6.7,52791,movie,72.85644320415314,1970
Eraserhead,1977,"Fantasy,Horror",7.2,142534,movie,85.44481809640168,1970
The Tenant,1976,"Drama,Thriller",7.5,51065,movie,81.3064095750915,1970
Logan's Run,1976,"Action,Adventure,Sci-Fi",6.8,65215,movie,75.38102452306981,1970
Marathon Man,1976,"Crime,Drama,Thriller",7.4,75098,movie,83.07646412616975,1970
The Message,1976,"Biography,Drama,History",8.1,53683,movie,88.21589842024339,1970
Network,1976,Drama,8.1,185133,movie,98.24352109391582,1970
The Omen,1976,"Horror,Mystery",7.5,145428,movie,89.15577298317366,1970
The Outlaw Josey Wales,1976,"Drama,Western",7.8,86219,movie,88.64423762997502,1970
Rocky,1976,"Drama,Sport",8.1,683918,movie,108.82830578165536,1970
Taxi Driver,1976,"Crime,Drama",8.2,1018770,movie,113.43967391702003,1970
Annie Hall,1977,"Comedy,Romance",7.9,290335,movie,99.37244659065765,1970
A Bridge Too Far,1977,"Drama,History,War",7.4,67234,movie,82.2579141969667,1970
Close Encounters of the Third Kind,1977,"Drama,Sci-Fi",7.6,231824,movie,93.88837643965982,1970
The Rescuers,1977,"Adventure,Animation,Comedy",6.9,74811,movie,77.43676946262066,1970
Saturday Night Fever,1977,"Drama,Music",6.8,94119,movie,77.87574348274322,1970
Smokey and the Bandit,1977,"Action,Adventure,Comedy",7.0,62036,movie,77.24829098475541,1970
The Spy Who Loved Me,1977,"Action,Adventure,Thriller",7.0,124223,movie,82.10883531565429,1970
Star Wars: Episode IV - A New Hope,1977,"Action,Adventure,Fantasy",8.6,1560396,movie,122.63987166122831,1970
Suspiria,1977,Horror,7.3,115592,movie,85.10210080931616,1970
Dawn of the Dead,1978,"Horror,Thriller",7.8,135984,movie,92.19828158375958,1970
Days of Heaven,1978,"Drama,Romance",7.7,68320,movie,85.71607527916089,1970
The Deer Hunter,1978,"Drama,War",8.1,385148,movie,104.17720193538334,1970
Grease,1978,"Comedy,Musical,Romance",7.2,324234,movie,91.36238944550202,1970
Halloween,1978,"Horror,Thriller",7.7,337032,movie,98.00508533443418,1970
Invasion of the Body Snatchers,1978,"Horror,Sci-Fi",7.4,80843,movie,83.62195568066097,1970
Jaws 2,1978,"Adventure,Horror,Thriller",5.8,92045,movie,66.29419062790784,1970
Midnight Express,1978,"Biography,Crime,Drama",7.5,93999,movie,85.88279567173261,1970
National Lampoon's Animal House,1978,Comedy,7.4,135637,movie,87.45125734182851,1970
Superman,1978,"Action,Adventure,Sci-Fi",7.4,206685,movie,90.56823868831124,1970
Alien,1979,"Horror,Sci-Fi",8.5,1057043,movie,117.90338053418341,1970
Apocalypse Now,1979,"Drama,Mystery,War",8.4,766185,movie,113.8131030449544,1970
Being There,1979,"Comedy,Drama",7.9,82509,movie,89.43323499252688,1970
Cannibal Holocaust,1980,"Adventure,Horror",5.8,66460,movie,64.40526214306979,1980
Escape from Alcatraz,1979,"Biography,Crime,Drama",7.5,162453,movie,89.9860800611056,1970
The Jerk,1979,Comedy,7.1,68229,movie,79.02743731108691,1970
Kramer vs. Kramer,1979,Drama,7.8,165287,movie,93.72042135946123,1970
Monty Python's Life of Brian,1979,Comedy,8.0,433867,movie,103.84394651602999,1970
Mad Max,1979,"Action,Adventure,Sci-Fi",6.8,243697,movie,84.3450303193763,1970
Manhattan,1979,"Comedy,Drama,Romance",7.8,153612,movie,93.14904472882405,1970
Moonraker,1979,"Action,Adventure,Sci-Fi",6.3,116588,movie,73.49833027939718,1970
Rocky II,1979,"Drama,Sport",7.3,248043,movie,90.67590899966284,1970
Stalker,1979,"Drama,Sci-Fi",8.0,155877,movie,95.65458010955143,1970
Star Trek: The Motion Picture,1979,"Adventure,Mystery,Sci-Fi",6.4,101927,movie,73.80487775850379,1970
The Warriors,1979,"Action,Crime,Thriller",7.5,118846,movie,87.6418786226492,1970
Airplane!,1980,Comedy,7.7,285224,movie,96.71993188899881,1980
The Blue Lagoon,1980,"Adventure,Drama,Romance",5.8,82842,movie,65.6832046572364,1980
The Blues Brothers,1980,"Adventure,Comedy,Crime",7.9,228266,movie,97.47230846715473,1980
Caddyshack,1980,"Comedy,Sport",7.2,133924,movie,84.99619982775961,1980
Dressed to Kill,1980,"Crime,Drama,Mystery",7.0,55785,movie,76.50482206519096,1980
The Elephant Man,1980,"Biography,Drama",8.2,280935,movie,102.8762045596229,1980
Star Wars: Episode V - The Empire Strikes Back,1980,"Action,Adventure,Fantasy",8.7,1495156,movie,123.69434763254564,1980
Flash Gordon,1980,"Action,Adventure,Sci-Fi",6.5,65860,movie,72.11936261354731,1980
The Fog,1980,"Horror,Thriller",6.8,91117,movie,77.65531778294066,1980
Friday the 13th,1980,"Horror,Mystery,Thriller",6.4,174157,movie,77.23335980941015,1980
The Gods Must Be Crazy,1980,"Adventure,Comedy",7.3,62758,movie,80.64340177402626,1980
Ordinary People,1980,Drama,7.7,61566,movie,84.91456087799504,1980
Raging Bull,1980,"Biography,Drama,Sport",8.1,408109,movie,104.64624555400891,1980
Scanners,1981,"Horror,Sci-Fi,Thriller",6.7,67250,movie,74.47835439300938,1980
The Shining,1980,"Drama,Horror",8.4,1217041,movie,117.70023771073978,1980
Superman II,1980,"Action,Adventure,Sci-Fi",6.8,124072,movie,79.75459778442716,1980
Time Bandits,1981,"Adventure,Comedy,Fantasy",6.9,73800,movie,77.3428866730611,1980
Only Fools and Horses,1981,Comedy,9.0,65762,tvSeries,99.84417698603592,1980
An American Werewolf in London,1981,"Comedy,Horror",7.5,133491,movie,88.51342004114672,1980
Blow Out,1981,"Crime,Drama,Mystery",7.4,74878,movie,83.05475397030865,1980
Das Boot,1981,"Drama,War",8.3,286677,movie,104.29872483101546,1980
Chariots of Fire,1981,"Biography,Drama,Sport",7.1,70641,movie,79.27409853938754,1980
Clash of the Titans,1981,"Action,Adventure,Fantasy",6.9,51001,movie,74.79324358356585,1980
Conan the Barbarian,1982,"Adventure,Fantasy",6.9,172913,movie,83.21775261202235,1980
Escape from New York,1981,"Action,Adventure,Sci-Fi",7.1,171455,movie,85.56974045545856,1980
Excalibur,1981,"Adventure,Drama,Fantasy",7.3,72651,movie,81.71198376475887,1980
For Your Eyes Only,1981,"Action,Adventure,Thriller",6.7,115462,movie,78.09986822822393,1980
The Fox and the Hound,1981,"Adventure,Animation,Drama",7.2,109558,movie,83.5503074522846,1980
Friday the 13th Part 2,1981,"Horror,Mystery,Thriller",6.1,86653,movie,69.35496819118144,1980
Halloween II,1981,Horror,6.5,111495,movie,75.54127766787877,1980
History of the World: Part I,1981,"Comedy,History,Musical",6.8,58819,movie,74.67909743441517,1980
The Road Warrior,1981,"Action,Adventure,Sci-Fi",7.6,212295,movie,93.21956392835396,1980
Possession,1981,"Drama,Horror",7.2,55822,movie,78.6954480184819,1980
Raiders of the Lost Ark,1981,"Action,Adventure",8.4,1104987,movie,116.88889067653479,1980
Stripes,1981,"Comedy,War",6.8,85493,movie,77.22209050555163,1980
Cheers,1982,"Comedy,Drama",8.0,67597,tvSeries,88.97055105878454,1980
48 Hrs.,1982,"Action,Comedy,Crime",6.9,92576,movie,78.90691793365345,1980
Airplane II: The Sequel,1982,"Comedy,Sci-Fi",6.2,60623,movie,68.27706375563032,1980
Annie,1982,"Comedy,Drama,Family",6.6,53238,movie,71.82468286001838,1980
Blade Runner,1982,"Action,Drama,Sci-Fi",8.1,877187,movie,110.84425135183037,1980
Creepshow,1982,"Comedy,Fantasy,Horror",6.8,57388,movie,74.51161540828431,1980
The Dark Crystal,1982,"Adventure,Family,Fantasy",7.1,76659,movie,79.85456828908191,1980
E.T. the Extra-Terrestrial,1982,"Adventure,Family,Sci-Fi",7.9,469219,movie,103.16471662626184,1980
The Evil Dead,1981,Horror,7.3,249888,movie,90.73000710417554,1980
Fanny and Alexander,1982,Drama,8.1,71081,movie,90.48976034167976,1980
Fast Times at Ridgemont High,1982,"Comedy,Drama",7.1,124167,movie,83.27861726012596,1980
First Blood,1982,"Action,Adventure,Thriller",7.7,299195,movie,97.08815126558918,1980
Friday the 13th: Part 3,1982,"Horror,Thriller",5.6,67241,movie,62.24981537326666,1980
Gandhi,1982,"Biography,Drama,History",8.0,246795,movie,99.33050649191088,1980
An Officer and a Gentleman,1982,"Drama,Romance",7.1,67062,movie,78.90494718965702,1980
Pink Floyd: The Wall,1982,"Drama,Fantasy,Music",8.0,89438,movie,91.2104074142347,1980
Poltergeist,1982,"Horror,Thriller",7.3,193900,movie,88.87821424098442,1980
Rocky III,1982,"Drama,Sport",6.9,226813,movie,85.08998006207756,1980
Sophie's Choice,1982,"Drama,Romance",7.5,56609,movie,82.07942446613352,1980
Star Trek II: The Wrath of Khan,1982,"Action,Adventure,Sci-Fi",7.7,135251,movie,90.97463444605488,1980
The Thing,1982,"Horror,Mystery,Sci-Fi",8.2,522121,movie,107.95836805430918,1980
Tootsie,1982,"Comedy,Drama,Romance",7.4,121545,movie,86.63949484236572,1980
Tron,1982,"Action,Adventure,Sci-Fi",6.7,145306,movie,79.64020085528968,1980
The Verdict,1982,Drama,7.7,50262,movie,83.35253544604036,1980
Christine,1983,"Horror,Thriller",6.8,101929,movie,78.41781604592774,1980
A Christmas Story,1983,"Comedy,Family",7.9,180468,movie,95.61613917018495,1980
